MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Street_0,Alley_0,LotShape_0,CentralAir_0,GarageType_0,Fence_0,PavedDrive_0,LandSlope_0,GarageFinish_0,Electrical_0,SaleCondition_0,SaleType_0,MSSubClass_0,MSZoning_0,ExterQual_0,ExterCond_0,BsmtQual_0,BsmtCond_0,BsmtExposure_0,BsmtFinType1_0,BsmtFinType2_0,HeatingQC_0,KitchenQual_0,FireplaceQu_0,GarageQual_0,GarageCond_0,PoolQC_0,Functional_0,AggSF,bath_score,porch_area,n_porch,pool,pool_score,heat_fireplace_fQc,overall_score,exter_score,Kitchen_score,yr_group,basement_score,big_med_area,Yrs_Remodel,remodel_group,veneer,SalePrice,N_coded_mean,garage_score,HouseAge,liv_ratio,room_size,Total_Rooms,lowqual_ratio,GrLivArea_Score,BsmtFinSF_score,TotalBath_Abv,TotalBath_Bsmt,Bsm_1stFlr_ratio,CarArea,MSSubClass_,YrSold_,MoSold_,YearBuilt_,YearRemodAdd_,GarageYrBlt_,MSZoning_labeled,Street_labeled,Alley_labeled,LotShape_labeled,LandContour_labeled,LotConfig_labeled,LandSlope_labeled,Neighborhood_labeled,Condition1_labeled,Condition2_labeled,BldgType_labeled,HouseStyle_labeled,RoofStyle_labeled,RoofMatl_labeled,Exterior1st_labeled,Exterior2nd_labeled,MasVnrType_labeled,ExterQual_labeled,ExterCond_labeled,Foundation_labeled,BsmtQual_labeled,BsmtCond_labeled,BsmtExposure_labeled,BsmtFinType1_labeled,BsmtFinType2_labeled,Heating_labeled,HeatingQC_labeled,CentralAir_labeled,Electrical_labeled,KitchenQual_labeled,Functional_labeled,FireplaceQu_labeled,GarageType_labeled,GarageFinish_labeled,GarageQual_labeled,GarageCond_labeled,PavedDrive_labeled,PoolQC_labeled,Fence_labeled,MiscFeature_labeled,SaleType_labeled,SaleCondition_labeled,MSSubClass__labeled,YrSold__labeled,MoSold__labeled,YearBuilt__labeled,YearRemodAdd__labeled,GarageYrBlt__labeled
90,RL,81.0,11841,Grvl,Does Not Have,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,1.112499549666101,Unf,0.0,0.0,1.112499549666101,GasA,TA,Y,SBrkr,816,0,0,816,1,0,1,0,3,1,TA,5,Typ,0,Does Not Have,Does Not Have,0.0,Does Not Have,0,0,Does Not Have,Does Not Have,Y,0,32,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,5,2007,WD,Normal,0,2,3,1,0,0,2,2,0,4,4,4,4,4,2,3,4,3,3,6,1,2,2,0,0,0,0,7,1632,2.5,32,1,0,0,0,30,6,2,0,6.0,0,17,0,1,118500,128838.06099125525,0.0,17,0.06891309855586522,163.2,7,0.0,4896,0.0,1.0,1.0,0.0013633572912574766,0.0,90,2007,5,1990,1990,0.0,3,0,0,3,3,4,0,7,2,2,2,6,1,0,6,6,1,3,2,1,3,4,0,3,6,1,4,1,4,3,6,0,6,0,0,0,2,0,0,0,8,4,14,1,7,91,40,0
75,RM,75.0,13500,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1.1296212962287455,1.1296212962287455,GasA,Gd,Y,SBrkr,1521,1254,0,2775,0,0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,1988.0,Unf,2,880,Gd,TA,Y,105,502,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,7,2008,WD,Normal,1,2,3,1,2,0,2,2,1,4,4,4,12,2,4,4,3,3,1,1,1,3,3,4,4,3,0,7,4892,7.0,607,2,0,0,12,90,16,3,2,1.0,1,8,0,0,325000,129120.76878973105,12.5,115,0.20555555555555555,308.3333333333333,14,0.0,27750,0.0,3.5,0.0,0.0007426832979807663,440.0,75,2008,7,1893,2000,1988.0,4,1,0,3,3,4,0,17,0,3,0,4,1,0,13,14,2,0,0,0,4,4,4,6,6,1,2,1,4,2,6,3,5,3,3,5,2,0,0,0,8,4,11,2,9,7,50,75
50,RM,51.0,6120,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1.1158869805186415,1.1158869805186415,GasA,Ex,Y,SBrkr,989,584,0,1573,0,0,1,0,3,1,Gd,6,Typ,0,Does Not Have,Detchd,1935.0,Unf,1,240,TA,TA,Y,0,0,54,0,120,0,Does Not Have,Does Not Have,Does Not Have,0,7,2009,WD,Normal,1,2,3,1,2,0,2,2,1,4,4,4,6,2,2,2,3,3,1,1,1,4,3,0,3,3,0,7,2697,2.0,174,2,0,0,0,28,4,3,2,1.0,1,14,0,0,133000,126758.78876588785,10.0,74,0.25702614379084965,262.1666666666667,8,0.0,6292,0.0,1.0,0.0,0.0011282982613939753,240.0,50,2009,7,1935,1995,1935.0,4,1,0,3,3,4,0,3,2,2,0,0,1,0,0,0,2,3,4,0,4,4,4,6,6,1,0,1,4,2,6,0,5,3,5,5,2,0,0,0,8,4,8,3,9,38,45,24
20,RL,88.0,11443,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,208.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1.1361242055598884,Unf,0.0,1.0810820412012645,1.1454830279058656,GasA,Ex,Y,SBrkr,2028,0,0,2028,1,0,2,0,2,1,Gd,7,Typ,2,Gd,Attchd,2005.0,RFn,3,880,TA,TA,Y,326,66,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,3,2006,New,Partial,1,2,3,1,5,0,2,2,2,4,5,7,11,4,3,2,5,3,4,6,1,4,3,4,3,3,0,7,4776,4.5,392,2,0,0,32,40,6,3,0,6.8265773846197835,1,0,0,1,369900,238308.1541727995,18.5,1,0.1772262518570305,289.7142857142857,10,0.0,16224,0.0,2.0,1.0,0.0005648338401902691,293.3333333333333,20,2006,3,2005,2006,2005.0,3,1,0,3,3,4,0,23,2,2,0,2,3,0,12,13,1,2,4,2,1,4,2,3,6,1,0,1,4,2,6,3,1,2,5,5,2,0,0,0,6,5,4,0,5,106,56,92
30,RL,55.0,10267,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,BrkTil,TA,Gd,Mn,Rec,1.0468793852262814,ALQ,1.0994891960320756,0.0,1.112499549666101,GasA,Ex,Y,SBrkr,838,0,0,838,1,0,1,0,2,1,Fa,5,Typ,0,Does Not Have,Detchd,1961.0,Fin,1,275,TA,TA,N,0,0,112,0,0,0,Does Not Have,MnWw,Does Not Have,0,5,2008,WD,Normal,1,2,3,1,2,1,0,2,3,4,4,4,0,4,2,3,3,4,2,3,5,4,1,0,3,3,0,7,1929,2.5,112,1,0,0,0,42,6,1,2,7.619864922269416,0,8,0,0,130000,126758.78876588785,13.0,90,0.08162072659978573,167.6,7,0.0,5028,1.1510325736049978,1.0,1.0,0.0013275650950669462,275.0,30,2008,5,1918,2000,1961.0,3,1,0,3,3,4,0,3,6,2,0,2,1,0,11,15,2,3,2,0,4,2,3,5,0,1,0,1,4,1,6,0,5,1,5,5,0,0,4,0,8,4,5,2,7,22,50,48
85,RL,74.0,8740,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,1.1040865573224683,Unf,0.0,1.034314885822944,1.1137316434777982,GasA,TA,Y,SBrkr,860,0,0,860,1,0,1,0,2,1,TA,4,Typ,0,Does Not Have,Detchd,1996.0,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,7,2009,WD,Normal,1,2,2,1,2,0,2,2,1,4,4,4,7,4,2,2,3,3,3,5,1,2,2,0,3,3,0,7,2228,2.5,0,0,0,0,0,30,4,2,1,5.814880859516238,0,27,2,0,137000,138142.8162594988,12.0,27,0.09839816933638444,215.0,6,0.0,4300,0.0,1.0,1.0,0.0012950367947416259,264.0,85,2009,7,1982,1982,1996.0,3,1,0,0,3,4,0,19,2,2,0,6,3,0,6,6,2,3,4,1,4,4,0,0,6,1,4,1,4,3,6,0,5,3,5,5,2,0,0,0,8,4,13,3,9,83,32,83
20,RL,65.0,25095,Pave,Does Not Have,IR1,Low,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1.1323088852348828,Unf,0.0,1.0104353962561963,1.1355086529426621,GasA,Ex,Y,SBrkr,1473,0,0,1473,2,0,1,0,1,1,Ex,5,Typ,2,Gd,Attchd,1968.0,Unf,1,452,TA,TA,Y,0,48,0,0,60,0,Does Not Have,Does Not Have,Does Not Have,0,6,2009,WD,Partial,1,2,2,1,5,0,2,0,1,4,5,4,11,4,2,2,3,3,4,6,1,4,4,4,3,3,0,7,3362,3.0,108,2,0,0,32,40,4,4,1,6.798545246377676,0,6,0,0,143000,211724.50575285163,13.0,41,0.058696951583980875,294.6,7,0.0,7365,0.0,1.0,2.0,0.0007708816381145025,452.0,20,2009,6,1968,2003,1968.0,3,1,0,0,2,4,2,4,2,2,0,2,0,4,13,14,2,3,4,1,4,4,2,3,6,1,0,1,4,0,6,3,1,3,5,5,2,0,0,0,8,5,4,3,8,69,53,55
40,RM,50.0,9100,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1.1084156226366606,1.1084156226366606,GasA,TA,Y,FuseA,779,0,156,935,0,0,1,0,2,1,TA,4,Typ,0,Does Not Have,Detchd,1988.0,Unf,1,308,TA,TA,P,0,0,0,0,0,0,Does Not Have,Does Not Have,Shed,600,8,2008,WD,Normal,1,2,3,1,2,0,1,2,1,3,4,4,8,2,2,2,3,3,1,1,1,2,2,0,3,3,0,7,1985,2.0,0,0,0,0,0,30,4,2,2,1.0,0,48,1,0,79500,126758.78876588785,10.0,78,0.10274725274725274,194.75,6,0.16684491978609625,4675,0.0,1.0,0.0,0.0014228698621779983,308.0,40,2008,8,1930,1960,1988.0,4,1,0,3,3,4,0,3,6,1,0,2,1,0,12,13,2,3,4,0,4,4,4,6,6,1,4,1,0,3,6,0,5,3,5,5,1,0,0,3,8,4,6,2,10,34,10,75
60,RL,64.0,8320,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1.089768979246119,Unf,0.0,1.062247063958063,1.110014841363062,GasA,Ex,Y,SBrkr,770,812,0,1582,0,0,2,1,3,1,Gd,6,Typ,0,Does Not Have,Attchd,2004.0,RFn,2,520,TA,TA,Y,0,45,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,9,2008,WD,Normal,1,2,3,1,5,0,2,2,2,4,4,4,14,4,3,2,4,3,1,6,1,4,3,0,3,3,0,7,2872,5.0,45,1,0,0,0,35,6,3,0,6.751063306825743,1,4,0,0,185900,197790.31817048488,16.5,4,0.19014423076923076,263.6666666666667,10,0.0,11074,0.0,2.5,0.0,0.0014415777160559245,260.0,60,2008,9,2004,2004,2004.0,3,1,0,3,3,4,0,5,2,2,0,5,1,0,12,13,2,2,4,2,3,4,4,3,6,1,0,1,4,2,6,0,1,2,5,5,2,0,0,0,8,4,9,2,11,105,54,91
60,RL,97.0,13478,Pave,Does Not Have,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1.132722184123196,Unf,0.0,1.078140231312326,1.1424320469734734,GasA,Ex,Y,SBrkr,1728,568,0,2296,1,0,2,1,3,1,Ex,10,Typ,1,Gd,BuiltIn,2008.0,RFn,3,842,TA,TA,Y,382,274,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,6,2009,ConLI,Normal,1,2,2,1,6,0,2,2,2,4,4,4,14,4,4,2,5,3,4,6,1,4,4,4,3,3,0,7,4860,5.5,656,2,0,0,16,50,8,4,0,6.823416483895518,1,1,0,1,451950,310695.6776328819,19.5,1,0.1703516842261463,229.6,14,0.0,22960,0.0,2.5,1.0,0.0006611296568133527,280.6666666666667,60,2009,6,2008,2008,2008.0,3,1,0,0,3,0,0,16,2,2,0,5,1,0,5,5,3,0,4,2,1,4,2,3,6,1,0,1,4,0,6,3,3,2,5,5,2,0,0,0,4,4,9,3,8,109,58,95
20,RL,60.0,6600,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,TA,Gd,No,GLQ,1.112499549666101,Unf,0.0,0.0,1.112499549666101,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,4,Typ,0,Does Not Have,Detchd,1985.0,Fin,2,816,TA,TA,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,6,2008,WD,Normal,1,2,3,1,2,0,2,2,3,4,4,4,11,4,2,3,3,4,1,6,1,4,2,0,3,3,0,7,2448,2.5,0,0,0,0,0,40,6,2,1,6.0,0,5,0,0,138000,157744.29004207143,15.0,26,0.12363636363636364,204.0,6,0.0,4080,0.0,1.0,1.0,0.0013633572912574766,408.0,20,2008,6,1982,2003,1985.0,3,1,0,3,3,4,0,11,2,2,0,2,1,0,6,6,2,3,2,2,4,2,4,3,6,1,0,1,4,3,6,0,5,1,5,5,2,0,0,0,8,4,4,2,8,83,53,72
120,RM,70.0,4435,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1.1049294883612906,Unf,0.0,1.0325675221964725,1.1141332111643019,GasA,Ex,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Gd,4,Typ,0,Does Not Have,Attchd,2003.0,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,5,2009,WD,Normal,1,2,3,1,5,0,2,2,3,4,4,4,13,2,3,2,4,3,3,6,1,4,3,0,3,3,0,7,2116,2.5,140,1,0,0,0,30,6,3,0,6.80158268441454,0,6,0,1,140000,197790.31817048488,18.0,6,0.19120631341600902,212.0,6,0.0,5088,0.0,1.0,1.0,0.0013138363339201672,210.0,120,2009,5,2003,2003,2003.0,4,1,0,3,3,4,0,5,2,2,4,2,1,0,12,13,1,2,4,2,3,4,0,3,6,1,0,1,4,2,6,0,1,1,5,5,2,0,0,0,8,4,0,3,7,104,53,90
20,RL,88.0,7990,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1.1177402332094533,1.1177402332094533,GasA,TA,Y,SBrkr,924,0,0,924,0,0,1,0,3,1,TA,5,Typ,0,Does Not Have,Detchd,1981.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,Does Not Have,MnPrv,Does Not Have,0,4,2008,WD,Normal,1,2,2,1,2,3,2,2,1,4,4,4,11,4,2,2,4,3,1,1,1,2,2,0,3,3,0,7,2128,2.0,0,0,0,0,0,30,4,2,1,1.0,0,33,2,0,110000,197790.31817048488,10.0,33,0.11564455569461828,184.8,7,0.0,4620,0.0,1.0,0.0,0.0012096755770665078,280.0,20,2008,4,1975,1975,1981.0,3,1,0,0,3,4,0,5,2,2,0,2,3,0,6,6,2,3,4,1,3,4,4,6,6,1,4,1,4,3,6,0,5,3,5,5,2,0,3,0,8,4,4,2,6,76,25,68
20,RL,69.0,11302,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,238.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1.135101021457054,Unf,0.0,1.079144565665585,1.1443877270814984,GasA,Ex,Y,SBrkr,1826,0,0,1826,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2005.0,Fin,3,758,TA,TA,Y,180,75,0,0,120,0,Does Not Have,Does Not Have,Does Not Have,0,8,2006,New,Partial,1,2,2,1,5,0,2,2,3,4,5,7,11,4,3,2,4,3,4,6,1,4,3,3,3,3,0,7,4398,4.5,375,3,0,0,12,40,6,3,0,6.825959585315433,1,0,0,1,319000,297788.0324605937,20.0,1,0.1615643248982481,260.85714285714283,10,0.0,14608,0.0,2.0,1.0,0.0006267183609427702,252.66666666666666,20,2006,8,2005,2006,2005.0,3,1,0,0,3,4,0,22,2,2,0,2,1,0,12,9,1,2,4,2,3,4,2,3,6,1,0,1,4,2,6,5,1,1,5,5,2,0,0,0,6,5,4,0,10,106,56,92
70,RM,60.0,3600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1.1048653174438252,1.1048653174438252,GasA,Ex,N,FuseA,684,684,0,1368,0,0,1,0,3,1,TA,7,Typ,0,Does Not Have,Detchd,1930.0,Unf,1,216,TA,Fa,N,0,158,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,10,2006,WD,Normal,1,0,3,0,2,0,0,2,1,3,4,4,10,2,2,2,3,3,1,1,1,4,2,0,3,2,0,7,2268,2.0,158,1,0,0,0,42,4,2,2,1.0,0,13,0,0,114504,129120.76878973105,9.0,96,0.38,195.42857142857142,9,0.0,8208,0.0,1.0,0.0,0.0016153001717014988,216.0,70,2006,10,1910,1993,1930.0,4,1,1,3,3,4,0,17,2,2,0,5,1,0,12,13,2,3,4,1,4,4,4,6,6,1,0,0,0,3,6,0,5,3,5,2,0,0,0,0,8,4,10,0,1,14,43,19
120,RL,53.0,3922,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1.1302896942700993,1.1302896942700993,GasA,Ex,Y,SBrkr,1402,0,0,1402,0,2,0,2,2,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3,648,TA,TA,Y,120,16,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,2,2007,New,Partial,1,2,3,1,5,0,2,2,3,4,5,7,13,4,3,2,5,3,3,1,1,4,3,4,3,3,0,7,3308,2.5,136,2,0,0,16,35,6,3,0,1.0,0,0,0,1,194201,193336.84266202463,20.0,1,0.3574706782253952,200.28571428571428,10,0.0,9814,0.0,1.0,1.0,0.0008061980700927955,216.0,120,2007,2,2006,2007,2006.0,3,1,0,3,3,4,0,0,2,2,4,2,1,0,12,13,1,2,4,2,1,4,0,6,6,1,0,1,4,2,6,3,1,1,5,5,2,0,0,0,6,5,0,1,4,107,57,93
20,RL,80.0,12984,Pave,Does Not Have,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,1.1310687063296367,LwQ,1.0265055527832043,0.0,1.135319041712594,GasA,Ex,Y,SBrkr,1647,0,0,1647,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1977.0,Fin,2,621,TA,TA,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,3,2006,WD,Normal,1,2,3,1,5,0,2,2,3,4,4,4,11,4,2,2,4,3,2,5,2,4,3,3,3,3,0,7,3698,4.5,0,0,0,0,12,30,4,3,1,6.664921503814399,0,29,2,1,217500,208618.69984798378,18.0,29,0.12684842883548983,235.28571428571428,10,0.0,8235,1.1610483076266875,2.0,1.0,0.0006893254655207007,310.5,20,2006,3,1977,1977,1977.0,3,1,0,3,0,4,0,6,2,2,0,2,1,0,9,10,1,3,4,1,3,4,3,0,4,1,0,1,4,2,6,5,1,1,5,5,2,0,0,0,8,4,4,0,5,78,27,64
160,RM,24.0,1950,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,0.9886644097649395,GLQ,1.0999309767694505,0.8878276945462743,1.1068659213074938,GasA,TA,Y,SBrkr,716,840,0,1556,1,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,Fin,2,452,TA,TA,Y,161,0,0,0,0,0,Does Not Have,GdPrv,Does Not Have,0,7,2008,COD,Normal,1,2,3,1,5,4,2,2,3,4,4,2,5,2,2,3,4,3,1,2,6,2,2,3,3,3,0,7,2724,5.5,161,1,0,0,6,36,6,2,1,8.311120081304152,1,28,2,0,151000,166615.24067699368,18.0,28,0.7979487179487179,259.3333333333333,10,0.0,9336,1.0874626099299423,2.5,1.0,0.0015459021247311367,226.0,160,2008,7,1980,1980,1980.0,4,1,0,3,3,4,0,1,2,2,3,5,1,0,8,8,2,3,2,1,3,4,4,4,3,1,4,1,4,3,6,5,1,1,5,5,2,0,1,0,0,4,1,2,9,81,30,67
60,RL,74.0,10927,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1.094766097388109,Unf,0.0,1.0918089670799982,1.1233266996041116,GasA,Ex,Y,SBrkr,1058,846,0,1904,1,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2,736,TA,TA,Y,179,60,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,6,2006,WD,Normal,1,2,3,1,6,0,2,2,3,4,4,4,14,4,3,2,4,3,3,6,1,4,4,4,3,3,0,7,3698,5.5,239,2,0,0,16,40,6,4,0,6.703668183016931,1,1,0,1,275000,310695.6776328819,19.0,1,0.17424727738629084,238.0,12,0.0,15232,0.0,2.5,1.0,0.0010617454627638106,368.0,60,2006,6,2005,2005,2003.0,3,1,0,3,3,4,0,16,2,2,0,5,1,0,12,13,1,2,4,2,3,4,0,3,6,1,0,1,4,0,6,3,3,1,5,5,2,0,0,0,8,4,9,0,8,106,55,90
50,RM,50.0,9000,Pave,Does Not Have,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1.1105695369117894,1.1105695369117894,GasA,TA,Y,SBrkr,780,595,0,1375,0,0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1979.0,Unf,1,544,TA,TA,P,0,162,0,0,126,0,Does Not Have,Does Not Have,Does Not Have,0,12,2007,WD,Normal,1,2,3,1,2,0,1,2,1,4,4,4,6,2,2,3,3,3,1,1,1,2,3,4,3,3,0,7,2699,3.0,288,2,0,0,8,36,6,3,2,1.0,1,57,1,0,141000,105081.56938059606,10.0,70,0.1527777777777778,229.16666666666666,9,0.0,8250,0.0,1.5,0.0,0.0014238070986048582,544.0,50,2007,12,1937,1950,1979.0,4,1,0,3,0,4,0,9,2,2,0,0,1,0,13,14,2,3,2,2,4,4,4,6,6,1,4,1,4,2,6,3,5,3,5,5,1,0,0,0,8,4,8,1,3,40,0,66
60,RL,80.0,10041,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1.1110616829783615,Unf,0.0,1.0136711282744775,1.1170103964022455,GasA,Ex,Y,SBrkr,927,988,0,1915,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,Fin,2,506,TA,TA,Y,120,150,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,2,2006,WD,Abnorml,1,2,2,1,5,0,2,2,3,4,1,4,14,4,3,2,4,3,2,6,1,4,3,3,3,3,0,7,3329,5.5,270,2,0,0,12,40,6,3,0,6.801164326745366,1,14,0,0,220000,186695.015663123,18.0,14,0.19071805597052086,239.375,12,0.0,15320,0.0,2.5,1.0,0.0012049734589020986,253.0,60,2006,2,1992,1992,1992.0,3,1,0,0,3,4,0,20,2,2,0,5,1,0,6,6,2,2,4,2,3,4,3,3,6,1,0,1,4,2,6,5,1,1,5,5,2,0,0,0,8,0,9,0,4,93,42,79
